number,line,name,english_name,hanja_name,transfer,distance,cumalative_distance,location
810,서울_지하철_8호선,암사,Amsa,岩寺,,-,0.0,서울특별시 강동구
811,서울_지하철_8호선,천호(풍납토성),Cheonho(Pungnaptoseong),千戶(風納土城), 수도권 전철 5호선,1.3,1.3,서울특별시 강동구
812,서울_지하철_8호선,강동구청,Gangdong-gu Office,江東區廳,,0.9,2.2,서울특별시 강동구
813,서울_지하철_8호선,몽촌토성(평화의문),Mongchontoseong(World Peace Gate),夢村土城(平和의門),,1.6,3.8,서울특별시 송파구
814,서울_지하철_8호선,잠실(송파구청),Jamsil(Songpa-gu Office),蠶室(松坡區廳), 서울 지하철 2호선,0.8,4.6,서울특별시 송파구
815,서울_지하철_8호선,석촌,Seokchon,石村, 서울 지하철 9호선,1.2,5.8,서울특별시 송파구
816,서울_지하철_8호선,송파,Songpa,松坡,,0.9,6.7,서울특별시 송파구
817,서울_지하철_8호선,가락시장,Garak Market,可樂市場, 수도권 전철 3호선,0.8,7.5,서울특별시 송파구
818,서울_지하철_8호선,문정,Munjeong,文井,,0.9,8.4,서울특별시 송파구
819,서울_지하철_8호선,장지,Jangji,長旨,,0.9,9.3,서울특별시 송파구
820,서울_지하철_8호선,복정,Bokjeong,福井, 수도권 전철 수인·분당선,0.9,10.2,서울특별시 송파구
821,서울_지하철_8호선,산성,Sanseong,山城,,2.7,12.9,경기도 성남시수정구
822,서울_지하철_8호선,남한산성입구(성남법원·검찰청),Namhansanseong(Seongnam Court & Public Prosecutor's office),南漢山城入口(城南法院·檢察廳),,1.3,14.2,경기도 성남시수정구
823,서울_지하철_8호선,단대오거리(신구대학교),Dandaeogeori(Shingu College),丹垈五叉路口,,0.8,15.0,경기도 성남시수정구
824,서울_지하철_8호선,신흥,Sinheung,新興,,0.8,15.8,경기도 성남시수정구
825,서울_지하철_8호선,수진,Sujin,壽進,,0.9,16.7,경기도 성남시수정구
826,서울_지하철_8호선,모란,Moran,牡丹, 수도권 전철 수인·분당선,1.0,17.7,경기도 성남시수정구
