number,line,name,english_name,hanja_name,transfer,distance,cumalative_distance,location
312,대구 도시철도 3호선,칠곡경대병원,Chilgok Kyungpook Nat'l Univ. Medical Center,漆谷慶大病院,,-,0.0,대구광역시 북구
313,대구 도시철도 3호선,학정,Hakjeong,鶴亭,,0.8,0.8,대구광역시 북구
314,대구 도시철도 3호선,팔거(국립농관원·통계청),Palgeo(NAQS·KOSTAT),八莒(國立農管院·統計廳),,0.8,1.6,대구광역시 북구
315,대구 도시철도 3호선,동천,Dongcheon,東川,,0.7,2.3,대구광역시 북구
316,대구 도시철도 3호선,칠곡운암,Chilgok·Unam,漆谷雲岩,,0.8,3.1,대구광역시 북구
317,대구 도시철도 3호선,구암(과학대·보건대입구),Guam(Taegu Science Univ.·Daegu Health College),鳩岩(科學大·保健大入口),,0.7,3.8,대구광역시 북구
318,대구 도시철도 3호선,태전,Taejeon,太田,,0.7,4.5,대구광역시 북구
319,대구 도시철도 3호선,매천,Maecheon,梅川,,0.9,5.4,대구광역시 북구
320,대구 도시철도 3호선,매천시장,Maecheon Market,梅川市場,,1.1,6.5,대구광역시 북구
321,대구 도시철도 3호선,팔달,Paldal,八達,,0.8,7.3,대구광역시 북구
322,대구 도시철도 3호선,공단,Gongdan,工團,,0.9,8.2,대구광역시 서구
323,대구 도시철도 3호선,만평,Manpyeong,萬坪,,0.8,9.0,대구광역시 서구
324,대구 도시철도 3호선,팔달시장,Paldal Market,八達市場,,0.6,9.6,대구광역시 북구
325,대구 도시철도 3호선,원대,Wondae,院垈,,0.6,10.2,대구광역시 서구
326,대구 도시철도 3호선,북구청(DGB 대구은행파크),Buk-gu Office,北區廳,,0.8,11.0,대구광역시 서구
327,대구 도시철도 3호선,달성공원,Dalseong Park,達城公園,,1.0,12.0,대구광역시 중구
328,대구 도시철도 3호선,서문시장(동산병원),Seomun Market(Dongsan Hospital),西門市場(東山病院),,0.7,12.7,대구광역시 중구
329,대구 도시철도 3호선,청라언덕(신남 • 척탑병원),Cheongna Hill,靑蘿언덕, 대구 도시철도 2호선,0.7,13.4,대구광역시 중구
330,대구 도시철도 3호선,남산(계명네거리),Namsan(Keimyungnegeori),南山,,0.8,14.2,대구광역시 중구
331,대구 도시철도 3호선,명덕(2·28민주운동기념회관),Myeongdeok(2·28 Democracy Movement Hall),明德(2·28民主運動紀念會館), 대구 도시철도 1호선,0.6,14.8,대구광역시 남구
332,대구 도시철도 3호선,건들바위,Geondeulbawi,건들바위,,0.9,15.7,대구광역시 남구
333,대구 도시철도 3호선,대봉교,Daebonggyo,大鳳橋,,0.7,16.4,대구광역시 남구
334,대구 도시철도 3호선,수성시장,Suseong Market,壽城市場,,0.8,17.2,대구광역시 수성구
335,대구 도시철도 3호선,수성구민운동장,Suseong District Stadium,壽城區民運動場,,1.0,18.2,대구광역시 수성구
336,대구 도시철도 3호선,어린이회관,Children's Hall,어린이會館,,0.8,19.0,대구광역시 수성구
337,대구 도시철도 3호선,황금,Hwanggeum,黃金,,0.7,19.7,대구광역시 수성구
338,대구 도시철도 3호선,수성못(TBC),Suseongmot(TBC),壽城池,,0.8,20.5,대구광역시 수성구
339,대구 도시철도 3호선,지산,Jisan,池山,,1.2,21.7,대구광역시 수성구
340,대구 도시철도 3호선,범물,Beommul,凡勿,,0.8,22.5,대구광역시 수성구
341,대구 도시철도 3호선,용지,Yongji,龍池,,0.7,23.2,대구광역시 수성구
